,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,203026.0,0,7/21/2022 8:03,0,1524.5219709965347,170.08553049441804,500000,499999.99999999994,0,,,,0.12,0.12,0.01956922202731672
1,203026.0,1,2022-07-28 23:51:00,26457.339460287243,1721.9800312506861,158.2979749173192,541067.954693056,533584.7589287261,132.2480664000527,-31257.211069334164,509810.74362372176,9810.743623721763,0.12,0.12,0.01956922202731672
2,201808.0,0.5,2022-07-31 23:49:00,8236.186480245,1709.2850431427717,153.04117221067398,547166.6518041128,531425.5251417712,263.52115771341755,1942.8558612357965,517852.29659601446,17852.296596014465,0.12,0.12,0.01956922202731672
