,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,197644.0,0,1/27/2022 0:16,0,2611.315170258792,102.0390077378312,500000,500000.00000000006,0,,,,0.12,0.05,0.00522618737571709
1,197644.0,1,2022-02-05 00:28:00,29764.309173967977,2932.4791497449537,102.0390077378312,536885.7930640935,532771.2537879011,225.21439870041243,-32771.253787901114,504114.5392761923,4114.539276192314,0.12,0.05,0.00522618737571709
2,196484.0,0.5,2022-02-16 09:22:00,26093.1319509235,3156.754701565327,94.0223004821095,570055.4024935786,555656.1085555067,467.65315978062955,-21086.903324046078,516197.2453816314,16197.245381631423,0.12,0.05,0.00522618737571709
