,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,195434.0,0,9/12/2021 8:30,0,3257.118607490894,83.29350418052698,500000,500000.0,0,,,,0.05,0.05,-0.014533392633601648
1,195434.0,1,2021-09-12 16:30:00,1690.7902561439428,3422.736789724612,78.96691071184148,507859.6609424994,513794.9187542555,262.8661854508502,-13078.3562087075,494781.3047337919,-5218.695266208088,0.05,0.05,-0.014533392633601648
2,194938.0,0,2021-09-13 12:13:00,3843.544189667736,3261.3554031649146,78.21069297126465,493089.0337659767,500352.8975581861,513.3382804139156,12621.750075497484,492632.4276327667,-7367.572367233282,0.05,0.05,-0.014533392633601648
3,195421.0,0,2021-09-13 22:23:00,6108.495530415939,3106.029792658737,80.13263426622005,480824.64384913776,487415.28317014687,751.8813684901066,12446.65033886889,492814.68805479666,-7185.3119452033425,0.05,0.05,-0.014533392633601648
4,195909.0,1,2021-09-14 04:02:00,2466.6189927760515,3264.944688392099,78.835753131992,489100.97787406924,500651.86170226167,1002.6291205586199,-12528.1754890316,488562.84659069654,-11437.153409303457,0.05,0.05,-0.014533392633601648
5,195410.0,1,2021-09-15 22:24:00,5846.960233877935,3444.022611412659,77.80197332140688,501504.5843632849,515567.8894320148,1267.130057115112,-13932.615789298554,487033.8372906136,-12966.162709386379,0.05,0.05,-0.014533392633601648
6,194876.0,1,2021-09-16 12:20:00,2045.5579408698363,3634.3761101170467,76.47274723248209,510424.51292481297,531423.0993721266,1546.2501423721012,-14556.854991239246,481396.91086090246,-18603.089139097545,0.05,0.05,-0.014533392633601648
7,194338.0,0,2021-09-17 18:38:00,5987.492178275988,3463.362271579718,74.02826524972072,497738.7739246456,517178.7574969897,1812.2363648294236,12659.857800614293,481371.02966134937,-18628.97033865063,0.05,0.05,-0.014533392633601648
8,194820.0,0,2021-09-20 06:46:00,7852.255529257756,3299.0755796526405,76.03118803888177,487150.7661317961,503494.7432361567,2065.6053693467466,12490.912366193454,483273.93423469336,-16726.065765306645,0.05,0.05,-0.014533392633601648
9,195306.0,0,2021-09-20 15:34:00,2378.257493054449,3135.989758450051,78.97719583373231,470372.099734686,489910.75370603416,2306.4493827957103,12880.060838821973,479375.32867640525,-20624.671323594754,0.05,0.05,-0.014533392633601648
10,195813.0,0,2021-09-20 20:33:00,4819.505753812311,2974.117887139808,75.43134797157347,456376.72890252323,476427.8783163447,2534.8616365280477,12210.213451612703,477590.17129585514,-22409.828704144864,0.05,0.05,-0.014533392633601648
11,196343.0,0,2021-09-21 08:22:00,8949.774858012035,2817.5006322293398,80.35727527116812,445836.88835578883,463382.678339717,2751.245685083261,12585.33586505519,479635.6666141759,-20364.33338582411,0.05,0.05,-0.014533392633601648
12,196884.0,1,2021-09-21 09:40:00,2523.579657730936,2963.727188390549,83.02801544965322,454102.53076840105,475562.4006066347,2978.8599331516552,-12140.900764102476,475760.40826268564,-24239.59173731436,0.05,0.05,-0.014533392633601648
13,196378.0,0,2021-09-22 04:35:00,7253.475540763915,2821.729842835695,80.76284634083459,444369.413850209,463734.9441110377,3195.5687850814365,11468.109799853088,477495.4011443467,-22504.598855653312,0.05,0.05,-0.014533392633601648
14,196869.0,0,2021-09-22 05:16:00,3879.87820448659,2687.6106136337457,80.19934967725268,431870.8448947842,452563.6835328161,3401.977280208508,10756.274961210716,475753.10715013265,-24246.89284986735,0.05,0.05,-0.014533392633601648
15,197356.0,1,2021-09-22 05:43:00,2448.6196701949266,2830.773388118721,82.99094325092727,439702.51376840577,464488.2126878762,3619.380676416026,-11881.213692927877,471703.5623308263,-28296.437669173698,0.05,0.05,-0.014533392633601648
16,196837.0,1,2021-09-22 23:33:00,7537.836062480508,2983.0531902971093,78.71718826592964,452846.2206658478,477172.13102723163,3848.4791614308438,-11987.037857174715,472860.23137109366,-27139.768628906342,0.05,0.05,-0.014533392633601648
17,196313.0,1,2021-09-23 11:13:00,3426.6744173483517,3177.657139664896,79.28285563896115,462416.12162470346,493381.37589744444,4092.523229757108,-15428.756824497943,467001.37550545135,-32998.624494548654,0.05,0.05,-0.014533392633601648
18,195681.0,0,2021-09-24 17:04:00,4852.403677128433,3031.769754992971,75.90584472740849,450705.5236706176,481229.9044123873,4325.363146940568,11073.705168594872,466364.4827199604,-33635.51728003961,0.05,0.05,-0.014533392633601648
19,196151.0,0,2021-09-24 17:27:00,1117.332621469113,2887.667149391009,76.01349230413793,435155.9211916468,469227.0934302554,4547.1359840137975,10953.74230193095,461768.62254292046,-38231.377457079536,0.05,0.05,-0.014533392633601648
20,196638.0,0,2021-09-24 19:18:00,2878.05119027161,2746.566170683487,78.13911519354727,421216.5552442578,457474.298470404,4758.072265922289,11025.505629149306,458854.7622246808,-41145.2377753192,0.05,0.05,-0.014533392633601648
21,197139.0,1,2021-09-24 22:08:00,2855.155212414329,2895.184476409914,78.01658957275505,429482.3576791926,469853.237939731,4980.422433710571,-11594.693360856889,455525.8712987587,-44474.12870124128,0.05,0.05,-0.014533392633601648
22,196612.0,0.5,2021-09-26 07:48:00,7776.188611450482,2936.000060806177,77.33087195757821,439768.51693898585,473252.91098927177,5205.907238380485,-3156.3047308211176,462655.72582773084,-37344.27417226916,0.05,0.05,-0.014533392633601648
