,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,193042.0,0,12/6/2021 5:43,0,4137.248621009766,62.23999802367522,500000,500000.00000000006,0,,,,0.11,0.07,0.0014607575567087724
1,193042.0,0,2021-12-14 03:36:00,23338.40623734241,3699.273974297546,59.738047040859044,478152.7881282244,472740.4588542116,284.1042412260515,26163.750047998215,504316.5381762226,4316.538176222588,0.11,0.07,0.0014607575567087724
2,194161.0,0.5,2021-12-21 00:53:00,19536.987597321833,3822.9980029740805,64.71607821754057,503543.1959135198,480441.0421545203,577.7104878544608,-8006.933917219842,521700.01204429823,21700.01204429823,0.11,0.07,0.0014607575567087724
