,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,196463.0,0,9/26/2021 7:48,0,2938.6435180675844,89.10108422174592,500000,500000.0,0,,,,0.13,0.05,0.00707435555053906
1,196463.0,1,2021-10-02 05:28:00,29800.101395490066,3326.903135283121,89.10108422174592,536212.9484336305,534594.3528534244,255.5061607897437,-34594.352853424374,501618.59558020614,1618.5955802061362,0.13,0.05,0.00707435555053906
2,195222.0,0.5,2021-10-13 01:09:00,22838.721763429956,3502.0178013652862,82.4595151542261,566034.5323711904,550197.2594644743,524.4611279345977,-14439.870461529532,517000.30905623647,17000.309056236467,0.13,0.05,0.00707435555053906
