,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,193832.0,0,12/21/2021 0:53,0,3822.9980029740805,68.0246361312644,500000,500000.0,0,,,,0.08,0.08,-0.00391857098693552
1,193832.0,0,2022-01-06 06:12:00,22302.236309328735,3525.9114741727717,65.55192255372737,492658.63701318664,479790.79697879055,270.79000121646885,19474.593127739085,512133.23014092573,12133.230140925734,0.08,0.08,-0.00391857098693552
2,194641.0,0,2022-01-06 17:58:00,6083.726911084602,3260.7032299119,69.95042536946957,470471.75525599404,461750.1026639333,521.2120092737027,18551.42949753816,508497.77788127126,8497.777881271264,0.08,0.08,-0.00391857098693552
3,195423.0,0,2022-01-09 01:56:00,17073.43422786382,3012.7305938052887,72.41477910227587,460112.1561612204,444881.8543222706,752.5897188779488,17956.8836670693,516095.06245356693,16095.062453566934,0.08,0.08,-0.00391857098693552
4,196214.0,0.5,2022-01-12 17:34:00,10585.757856293327,3260.377192192681,74.88327126276691,479583.4155423646,461727.9240667183,1002.9866872383467,-18544.58740434459,517021.73443036654,17021.734430366545,0.08,0.08,-0.00391857098693552
