,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,201571.0,0,5/27/2022 12:07,0,1763.2763213879894,150.8292602968156,500000,500000.0,0,,,,0.08,0.05,-0.008826646201969742
1,201571.0,1,2022-05-30 14:29:00,16216.176945402112,2008.6585479690195,142.05599538529287,522543.9082864633,537010.8197252024,154.26497648402068,-34858.016446827714,487685.89183963556,-12314.108160364442,0.08,0.05,-0.008826646201969742
2,200268.0,0,2022-06-02 00:24:00,7972.507039757613,1855.716862016198,134.60545328431078,496388.54412178963,513942.73836439045,296.7840314868647,20586.78496374624,482117.31263870816,-17882.687361291843,0.08,0.05,-0.008826646201969742
3,201060.0,0,2022-06-10 21:26:00,22770.330955822134,1716.478776909931,141.51362655932974,487034.2746587948,492941.56098266714,428.60960155354735,19704.086378564458,492467.1295542778,-7532.87044572219,0.08,0.05,-0.008826646201969742
4,201840.0,0,2022-06-11 16:59:00,4456.156658532328,1570.7911417439364,150.1098918371884,455130.7491635817,470967.6027361878,549.2463612394816,21869.155156783214,482432.7592158479,-17567.24078415212,0.08,0.05,-0.008826646201969742
5,202727.0,0,2022-06-12 10:59:00,7125.878562192776,1444.8183207852746,149.6409592689577,430697.08875385596,451967.2153334897,660.2084082757907,18850.693770070797,476849.79257619294,-23150.207423807064,0.08,0.05,-0.008826646201969742
6,203563.0,0,2022-06-13 10:55:00,10116.906580779376,1334.1409063092367,152.79995773109903,412596.06586938543,435273.8227765048,762.6704298803401,16911.504253725925,475660.27394544834,-24339.726054551662,0.08,0.05,-0.008826646201969742
7,204360.0,0,2022-06-13 11:56:00,3331.589701354752,927.3777979817831,163.61066389708085,293341.7499594603,373922.0440314415,833.893044765341,66550.7822022949,422956.7402378181,-77043.2597621819,0.08,0.05,-0.008826646201969742
8,207997.0,1,2022-06-13 11:57:00,576.8430714000154,1156.6116141911941,160.29977498726598,297722.48831069254,408497.21096532315,922.7208167352246,-36746.12915784086,390591.3494312095,-109408.6505687905,0.08,0.05,-0.008826646201969742
9,205788.0,1,2022-06-13 11:58:00,241.7468682664744,1275.9484682015723,133.18952621718086,301987.0737467973,426496.7003818576,1020.7136590931053,-15894.419045891145,378961.5158214231,-121038.48417857691,0.08,0.05,-0.008826646201969742
10,204806.0,1,2022-06-13 12:12:00,1332.0993272808805,1393.5931182292497,124.67187543923527,307287.8766321991,444240.9559234099,1127.7416105731118,-14666.979154343031,369595.3395524819,-130404.66044751811,0.08,0.05,-0.008826646201969742
11,203924.0,0,2022-06-13 15:40:00,3347.6573161072674,1285.2965034431477,113.23829650061332,290118.96498347516,427906.65762257297,1226.4523820375455,12263.324175161328,364689.75207891926,-135310.24792108074,0.08,0.05,-0.008826646201969742
12,204733.0,0,2022-06-13 16:10:00,1106.330944567454,1091.7671185361792,115.88085474683687,250290.6626067972,398716.76365135715,1310.300096741124,22426.350541649103,347287.8002438904,-152712.19975610962,0.08,0.05,-0.008826646201969742
13,206365.0,1,2022-06-13 16:11:00,0.0,1262.1168407750167,120.52536185447568,253558.40107703756,424410.486248409,1407.2306701126452,-20531.46191464532,330024.0767994854,-169975.92320051458,0.08,0.05,-0.008826646201969742
14,204915.0,0,2022-06-14 09:09:00,15337.449045945166,1159.622566384757,103.55122627935138,250871.00052690992,408951.35065746726,1496.2896832109946,10613.407799723718,337950.08404908155,-162049.91595091845,0.08,0.05,-0.008826646201969742
15,205762.0,0,2022-06-14 09:56:00,2231.1650673716617,1067.371114596149,113.06787538983129,235615.8693313658,395037.1324228842,1578.263784811979,10430.67565536535,333125.62850890274,-166874.37149109726,0.08,0.05,-0.008826646201969742
16,206591.0,1,2022-06-14 11:31:00,7634.819708508987,1155.686741141267,112.87119254353212,246156.0574207531,408357.71304733417,1667.020526531628,-9968.290088376689,333697.5265099134,-166302.47349008662,0.08,0.05,-0.008826646201969742
17,205796.0,1,2022-06-14 23:45:00,7446.801099743109,1253.5639865530115,111.85828991708418,257017.76919799246,423120.4655726775,1763.2942406988993,-10948.381293552517,333610.8569936002,-166389.1430063998,0.08,0.05,-0.008826646201969742
18,204983.0,0,2022-06-15 12:06:00,2348.4250388887194,1154.8780839177023,107.3684127955665,241650.68134285943,408235.74387647025,1851.988877543779,10595.74873125097,328839.51786971814,-171160.48213028186,0.08,0.05,-0.008826646201969742
19,205803.0,0,2022-06-15 16:04:00,3628.7848080458407,1065.7713380441064,111.30578260855427,229071.85111711908,394795.8393088995,1933.8401163055662,9918.09608516215,326178.78372913995,-173821.21627086005,0.08,0.05,-0.008826646201969742
