,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,195530.0,0,8/26/2021 4:18,0,3226.001426130292,79.70306592996282,500000,500000.0,0,,,,0.07,0.07,-0.00031777339517856325
1,195530.0,1,2021-09-01 13:09:00,13078.249559121494,3464.054978667656,79.70306592996282,522103.5290308249,518973.59799274744,266.039422361676,-18973.59799274738,503129.9310380775,3129.931038077513,0.07,0.07,-0.00031777339517856325
2,194818.0,1,2021-09-02 00:51:00,1424.0028553362604,3723.3963618641915,75.15457920258874,532757.0719832298,539643.9013560286,551.9962629528459,-19490.692523952934,494292.78146652953,-5707.21853347047,0.07,0.07,-0.00031777339517856325
3,194096.0,1,2021-09-03 22:23:00,8645.987088484335,4019.399154919496,71.15147177479706,550750.0109434293,563236.2314863687,860.6861180506631,-21061.034375335606,491224.6860513934,-8775.313948606607,0.07,0.07,-0.00031777339517856325
4,193331.0,0,2021-09-07 17:16:00,5914.475790761917,3744.3048251440473,69.53946599166774,527800.345724232,541310.3699833172,1148.248728621726,19129.912789920454,487404.9336221166,-12595.066377883428,0.07,0.07,-0.00031777339517856325
5,194040.0,0,2021-09-07 22:59:00,3098.640224863166,3476.8950796334834,70.48041897923285,501919.8273233571,519996.9934065741,1415.2742707375776,18847.150902714573,480371.56612395623,-19628.433876043768,0.07,0.07,-0.00031777339517856325
6,194781.0,0,2021-09-08 16:16:00,18539.541041358327,3237.63537812601,71.2539915465145,494089.5230402959,500927.26164294075,1663.924667777655,17048.208748635094,489589.47058953013,-10410.52941046987,0.07,0.07,-0.00031777339517856325
7,195494.0,1,2021-09-09 00:54:00,3920.593839455277,3484.2038654067323,77.76122680929821,507153.37601978134,520579.5260409274,1931.511524640892,-19173.468063461813,483479.8555055537,-16520.144494446286,0.07,0.07,-0.00031777339517856325
8,194760.0,0,2021-09-10 22:44:00,9899.29228374686,3239.57844506295,72.77894687149418,489838.7306560569,501082.13003512204,2180.3111492217267,17803.58047061708,483968.7906124464,-16031.209387553623,0.07,0.07,-0.00031777339517856325
9,195488.0,0.5,2021-09-12 08:30:00,5743.0516604735,3255.490536640964,76.42723093622497,496506.20139134285,502350.37251924805,2430.332822435753,-1216.1170977112397,489420.1442500211,-10579.855749978917,0.07,0.07,-0.00031777339517856325
