,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,205870.0,0,7/11/2022 14:09,0,1147.166648475264,221.50617751158342,500000,499999.99999999994,0,,,,0.1,0.06,0.0076364741809669436
1,205870.0,0,2022-07-13 20:39:00,3430.140344301657,1031.7954272260479,221.50617751158342,459686.84444875404,474444.5617862429,79.24188881096048,25555.43821375705,485242.2826625111,-14757.717337488895,0.1,0.06,0.0076364741809669436
2,206930.0,1,2022-07-14 23:52:00,4706.298591449049,1142.01625315293,219.10336838271792,471073.49657228903,498859.15561947617,166.9487370531055,-24149.75422650507,472479.18055954104,-27520.81944045896,0.1,0.06,0.0076364741809669436
3,205915.0,1,2022-07-16 03:36:00,3479.7315844949862,1258.5880326949953,204.55333523442798,481510.31639173144,524680.5249115621,263.60829796408115,-23845.14629954192,459070.8540794415,-40929.14592055848,0.1,0.06,0.0076364741809669436
4,204943.0,1,2022-07-18 10:43:00,5270.290168042282,1391.5043999164309,185.95082722418462,493595.9281053419,554122.3213435082,370.47583587766303,-24715.908436459453,446440.5573565925,-53559.4426434075,0.1,0.06,0.0076364741809669436
5,203939.0,1,2022-07-19 07:08:00,4617.64933451205,1533.2361222696682,177.06934516700727,505586.5272979716,585516.7733941068,488.2283700679735,-25096.34326647981,433334.8132827424,-66665.1867172576,0.1,0.06,0.0076364741809669436
6,202969.0,0.5,2022-07-21 07:57:00,23398.720792780503,1521.628273816887,161.8980019417826,526866.06136723,582945.5632541975,605.0894214971104,1879.2874713482772,456493.6348233491,-43506.36517665093,0.1,0.06,0.0076364741809669436
