,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,192666.0,0,10/31/2021 5:58,0,4295.762633332324,58.57620004859549,500000,500000.0,0,,,,0.09,0.09,0.0048372480940291895
1,192666.0,1,2021-11-08 11:12:00,11127.059186617726,4703.583043865476,58.57620004859549,522426.1681038181,523888.56995129015,361.2351777688685,-23888.56995129022,498537.5981525279,-1462.4018474721233,0.09,0.09,0.0048372480940291895
2,191759.0,0,2021-11-16 12:05:00,9980.873832727424,4291.898379346922,55.4745873263662,497346.26388728863,499773.6466855125,690.8529733027121,22838.036872760254,496295.73080875864,-3704.2691912413575,0.09,0.09,0.0048372480940291895
3,192675.0,0.5,2021-11-20 10:06:00,13103.39435016159,4319.021330603686,58.88423687629604,511658.8218558761,501362.40610423696,1022.5538114930752,-1597.1142865874858,509011.1744907586,9011.174490758625,0.09,0.09,0.0048372480940291895
