,Tick,Side,Out_time,Staking_reward,Price,ETH_amount,Uni_val,B&H,reallowcation fee,Hedge_pnl,Total_val,Total_pnl,alpha,beta,sharp ratio
0,193042.0,0,12/6/2021 5:43,0,4137.248621009766,62.23999802367522,500000,500000.00000000006,0,,,,0.1,0.07,0.002061732862594393
1,193042.0,0,2021-12-14 03:25:00,23442.601171261158,3733.089303129612,59.738047040859044,482414.4739611819,474845.12485388934,286.70125848035417,24143.688343526148,506558.16230470804,6558.162304708036,0.1,0.07,0.002061732862594393
2,194070.0,0.5,2021-12-21 00:53:00,21500.77870857986,3822.9980029740805,64.61330479781896,508411.68205318414,480441.0421545203,580.3075051087635,-5809.298227026269,526746.072169684,26746.07216968399,0.1,0.07,0.002061732862594393
